n_trk,rep,n_true_clean,n_true_C,n_active_C,n_false_C,n_true_Q,n_active_Q,n_false_Q,n_true_total,n_false_total,success_prob,t_quantum,se_C,se_Q,fr_C,fr_Q
75,5,300,287,287,0,291,307,16,291,21538,0.0025894704504784236,129.7086398601532,95.66666666666667,97.0,0.0,5.2117263843648205
75,6,300,290,290,0,294,296,2,294,21758,0.002559270488323405,48.824036836624146,96.66666666666667,98.0,0.0,0.6756756756756757
75,7,300,280,280,0,288,298,10,288,21318,0.0025213481040734552,204.69802331924438,93.33333333333333,96.0,0.0,3.3557046979865772
75,8,300,294,294,0,296,312,16,296,21906,0.0026478876124154875,44.51704168319702,98.0,98.66666666666667,0.0,5.128205128205129
75,9,300,288,288,0,290,296,6,293,21611,0.002554801292479961,56.05565571784973,96.0,96.66666666666667,0.0,2.027027027027027
100,0,400,388,394,6,394,426,32,394,39008,0.001818531830002544,153.11656880378723,97.0,98.5,1.5228426395939085,7.511737089201878
100,1,400,388,388,0,394,406,12,394,39006,0.0017370813000592718,971.5484435558319,97.0,98.5,0.0,2.955665024630542
100,2,400,383,383,0,389,411,22,389,38518,0.0017324532962308971,163.9959123134613,95.75,97.25,0.0,5.35279805352798
100,3,400,387,387,0,391,419,28,393,38910,0.0017629708743550376,919.281186580658,96.75,97.75,0.0,6.682577565632458
100,4,400,389,392,3,393,408,15,393,38910,0.0017576554817384303,308.48750281333923,97.25,98.25,0.7653061224489796,3.676470588235294
100,5,400,387,387,0,389,415,26,393,38910,0.0017540324826679974,152.84459781646729,96.75,97.25,0.0,6.265060240963855
100,6,400,386,386,0,390,402,12,392,38812,0.0017218225109970676,153.5856328010559,96.5,97.5,0.0,2.985074626865672
100,7,400,387,387,0,393,411,18,393,38908,0.0017450940909807145,149.28385138511658,96.75,98.25,0.0,4.37956204379562
100,8,400,382,382,0,386,412,26,389,38518,0.0017356134949183056,801.3144042491913,95.5,96.5,0.0,6.310679611650485
100,9,400,380,382,2,386,406,20,388,38421,0.0017279841003872572,169.79216361045837,95.0,96.5,0.5235602094240838,4.926108374384237
